title,price,rating,availability,source_url,listing_page,upc,category,price_excl_tax,price_incl_tax,tax,available_units,reviews
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,In stock,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,44,e256de8aa0c2115f,Nonfiction,27.35,27.35,0.0,3,0
Boy Meets Boy,21.12,3,In stock,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,44,8e0bc2fe4e7d35b5,Young Adult,21.12,21.12,0.0,3,0
Brave Enough,51.32,5,In stock,https://books.toscrape.com/catalogue/brave-enough_135/index.html,44,fd2337c1b73b686e,Nonfiction,51.32,51.32,0.0,3,0
Breaking Dawn (Twilight #4),35.28,5,In stock,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,44,bbfc4a3b7b6c94a0,Default,35.28,35.28,0.0,3,0
Career of Evil (Cormoran Strike #3),24.72,2,In stock,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,44,b461cf238506c5b8,Mystery,24.72,24.72,0.0,3,0
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,In stock,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,44,ef49db2aaa9bb547,Parenting,37.35,37.35,0.0,3,0
Cinder (The Lunar Chronicles #1),26.09,1,In stock,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,44,7e9579921e5407cb,Young Adult,26.09,26.09,0.0,3,0
Civilization and Its Discontents,59.95,2,In stock,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,44,396385e3de5d18c3,Psychology,59.95,59.95,0.0,3,0
#GIRLBOSS,50.96,1,In stock,https://books.toscrape.com/catalogue/girlboss_113/index.html,45,165affa7adb5eded,Add a comment,50.96,50.96,0.0,3,0
8 Keys to Mental Health Through Exercise,31.04,1,In stock,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,45,f5873c8fc7760000,Psychology,31.04,31.04,0.0,3,0
A Heartbreaking Work of Staggering Genius,54.29,5,In stock,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,45,c9770bb1d5a492a0,Autobiography,54.29,54.29,0.0,3,0
A Storm of Swords (A Song of Ice and Fire #3),31.22,2,In stock,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,45,87beabf664115d79,Fantasy,31.22,31.22,0.0,3,0
A Visit from the Goon Squad,14.08,5,In stock,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,45,5dbd6ec4e154ad2f,Default,14.08,14.08,0.0,3,0
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,In stock,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,45,bcee4f289ff6699c,Nonfiction,30.48,30.48,0.0,3,0
And Then There Were None,35.01,2,In stock,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,45,cfe350b20d23b02b,Classics,35.01,35.01,0.0,3,0
Annie on My Mind,36.83,5,In stock,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,45,7bf87402413c27ff,Young Adult,36.83,36.83,0.0,3,0
Girl Online On Tour (Girl Online #2),53.47,1,In stock,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,45,97b8f130d32e9f4e,Young Adult,53.47,53.47,0.0,2,0
H is for Hawk,57.42,5,In stock,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,45,b6d3f4f4ee1f6069,Nonfiction,57.42,57.42,0.0,2,0
Kindle Paperwhite User's Guide,34.0,3,In stock,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,45,fb495f9f9015a772,Nonfiction,34.0,34.0,0.0,2,0
Life,31.58,5,In stock,https://books.toscrape.com/catalogue/life_104/index.html,45,637e5a45062aa548,Music,31.58,31.58,0.0,2,0
New Moon (Twilight #2),12.86,4,In stock,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,45,6fa3ea52c8e31e06,Young Adult,12.86,12.86,0.0,2,0
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,1,In stock,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,45,b0e479be03911916,Philosophy,20.02,20.02,0.0,2,0
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,3,In stock,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,45,9189fd009df41d0e,Sequential Art,11.75,11.75,0.0,2,0
Sugar Rush (Offensive Line #2),24.42,1,In stock,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,45,ce42e3de94226b2b,Sports and Games,24.42,24.42,0.0,2,0
The Course of Love,16.78,3,In stock,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,45,f3c76b53b239f511,Fiction,16.78,16.78,0.0,2,0
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,In stock,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,45,276dc716b1da8899,Sequential Art,54.81,54.81,0.0,2,0
The Sense of an Ending,31.38,3,In stock,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,45,4130678275eb7c8c,Add a comment,31.38,31.38,0.0,2,0
"The Suffragettes (Little Black Classics, #96)",11.89,2,In stock,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,45,d2185b65af52d68c,Nonfiction,11.89,11.89,0.0,2,0
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,4,In stock,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,46,d7b463918d3b8c39,Childrens,52.88,52.88,0.0,2,0
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,5,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,46,c0db71f6bb14db11,Sequential Art,11.64,11.64,0.0,2,0
The Selfish Gene,29.45,1,In stock,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html,46,6f2c0a9adbb2bca9,Science,29.45,29.45,0.0,1,0
The Silent Twin (Detective Jennifer Knight #3),36.25,3,In stock,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html,46,9e9932ae1a7d0943,Fantasy,36.25,36.25,0.0,1,0
The Silent Wife,12.34,5,In stock,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,46,b78deb463531d078,Fiction,12.34,12.34,0.0,1,0
The Story of Hong Gildong,43.19,4,In stock,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,46,32d035df92ab9080,Classics,43.19,43.19,0.0,1,0
The Tumor,41.56,5,In stock,https://books.toscrape.com/catalogue/the-tumor_85/index.html,46,6514add13c82b115,Nonfiction,41.56,41.56,0.0,1,0
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,2,In stock,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,46,dac9d1e654fac737,Sequential Art,36.52,36.52,0.0,1,0
The Zombie Room,19.69,5,In stock,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,46,9c96cd1329fbd82d,Default,19.69,19.69,0.0,1,0
This One Moment (Pushing Limits #1),48.71,1,In stock,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,46,d6d98d3508c30f57,Romance,48.71,48.71,0.0,1,0
Three Wishes (River of Time: California #1),44.18,2,In stock,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,46,460f97a346b44bac,Science Fiction,44.18,44.18,0.0,1,0
Travels with Charley: In Search of America,57.82,5,In stock,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,46,0268f149d014b389,Nonfiction,57.82,57.82,0.0,1,0
Twenty Love Poems and a Song of Despair,30.95,4,In stock,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,46,e63c3f25338baf9a,Poetry,30.95,30.95,0.0,1,0
Vampire Girl (Vampire Girl #1),53.82,2,In stock,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,46,dab5e75d1339706a,Fantasy,53.82,53.82,0.0,1,0
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,1,In stock,https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,46,e7e87087b1a44711,Paranormal,15.4,15.4,0.0,1,0
Ways of Seeing,39.51,5,In stock,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,46,66a4e422b212726a,Art,39.51,39.51,0.0,1,0
When I'm Gone,51.96,3,In stock,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,46,c5f91eb481427dc5,Fiction,51.96,51.96,0.0,1,0
Where Lightning Strikes (Bleeding Stars #3),39.77,3,In stock,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,46,def389ddfda6991b,Romance,39.77,39.77,0.0,1,0
While You Were Mine,41.32,5,In stock,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,46,8ceb5c6aed2c5f8b,Historical Fiction,41.32,41.32,0.0,1,0
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,4,In stock,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,46,09d26b5f819c6a36,Sequential Art,18.51,18.51,0.0,1,0
The Communist Manifesto,14.76,3,In stock,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html,47,18b4545a5ed15581,Add a comment,14.76,14.76,0.0,1,0
The Complete Maus (Maus #1-2),10.64,3,In stock,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,47,3301af038a720587,Sequential Art,10.64,10.64,0.0,1,0
The Edge of Reason (Bridget Jones #2),19.18,4,In stock,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,47,29fc016c459aeb14,Womens Fiction,19.18,19.18,0.0,1,0
The End of the Jesus Era (An Investigation #1),14.4,1,In stock,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,47,09659d1639a1f978,Nonfiction,14.4,14.4,0.0,1,0
The Girl In The Ice (DCI Erika Foster #1),15.85,3,In stock,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,47,ee61197edb882599,Mystery,15.85,15.85,0.0,1,0
The Girl You Lost,12.29,5,In stock,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html,47,4280ac3eab57aa5d,Mystery,12.29,12.29,0.0,1,0
The Haters,27.89,5,In stock,https://books.toscrape.com/catalogue/the-haters_67/index.html,47,fff8a057a40c4a60,Young Adult,27.89,27.89,0.0,1,0
The Hook Up (Game On #1),36.29,5,In stock,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,47,6e473eff459e809f,New Adult,36.29,36.29,0.0,1,0
The Iliad,16.16,1,In stock,https://books.toscrape.com/catalogue/the-iliad_69/index.html,47,86d8bd7afa5b51b3,Add a comment,16.16,16.16,0.0,1,0
The Last Girl (The Dominion Trilogy #1),36.26,2,In stock,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,47,16c71736dae78764,Science Fiction,36.26,36.26,0.0,1,0
The Light of the Fireflies,54.43,1,In stock,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html,47,04e43893e32f9d29,Add a comment,54.43,54.43,0.0,1,0
The Little Prince,45.42,2,In stock,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,47,1aeca7d078d57deb,Classics,45.42,45.42,0.0,1,0
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,1,In stock,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,47,c40b70e0f6d80189,Fantasy,29.38,29.38,0.0,1,0
The Name of the Wind (The Kingkiller Chronicle #1),50.59,3,In stock,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,47,c8614adb1a90b027,Default,50.59,50.59,0.0,1,0
The Nicomachean Ethics,36.34,1,In stock,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,47,5c10b64db3e4f228,Philosophy,36.34,36.34,0.0,1,0
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,4,In stock,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,47,b0913e67d38d5ed5,Mystery,57.7,57.7,0.0,1,0
The Odyssey,29.64,3,In stock,https://books.toscrape.com/catalogue/the-odyssey_77/index.html,47,f0512adadffd2480,Add a comment,29.64,29.64,0.0,1,0
The Republic,33.78,3,In stock,https://books.toscrape.com/catalogue/the-republic_78/index.html,47,0ec9d2b018fb10d8,Add a comment,33.78,33.78,0.0,1,0
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,3,In stock,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,47,5faefdc861684eb1,Sequential Art,54.12,54.12,0.0,1,0
The Secret Healer,34.56,3,In stock,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html,47,38f776ab9118aed7,Historical Fiction,34.56,34.56,0.0,1,0
One Second (Seven #7),52.94,2,In stock,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html,48,7ea31f38675b91c1,Fantasy,52.94,52.94,0.0,1,0
Origins (Alphas 0.5),28.99,1,In stock,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html,48,8932e5c12f12ffed,Fantasy,28.99,28.99,0.0,1,0
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,3,In stock,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,48,326825e02a198cf6,Sequential Art,29.87,29.87,0.0,1,0
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,4,In stock,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,48,bcbcbcf0f6ed196f,Sequential Art,21.71,21.71,0.0,1,0
Paradise Lost (Paradise #1),24.96,1,In stock,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,48,849db7ab7f4a640c,Default,24.96,24.96,0.0,1,0
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,5,In stock,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,48,3cdca3b4a93980f5,Sequential Art,46.96,46.96,0.0,1,0
"Rhythm, Chord & Malykhin",28.34,2,In stock,https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html,48,9efb397067eb7e8a,Romance,28.34,28.34,0.0,1,0
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,1,In stock,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,48,4f64568dfefa3ce7,Sequential Art,28.48,28.48,0.0,1,0
Sense and Sensibility,37.46,1,In stock,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,48,35e44170702139a4,Classics,37.46,37.46,0.0,1,0
Settling the Score (The Summer Games #1),44.91,2,In stock,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,48,132adf7335bb384a,Sports and Games,44.91,44.91,0.0,1,0
Shadow Rites (Jane Yellowrock #10),21.72,4,In stock,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html,48,229cd6564bf0dce4,Fantasy,21.72,21.72,0.0,1,0
Shameless,58.35,3,In stock,https://books.toscrape.com/catalogue/shameless_52/index.html,48,c068c013d6921fea,New Adult,58.35,58.35,0.0,1,0
Shatter Me (Shatter Me #1),42.4,1,In stock,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,48,9ed7090d8fa690b0,Default,42.4,42.4,0.0,1,0
Sister Sable (The Mad Queen #1),13.33,3,In stock,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html,48,3a9a7c5895e82646,Fantasy,13.33,13.33,0.0,1,0
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,3,In stock,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,48,2ac720f76384c57e,Sequential Art,42.12,42.12,0.0,1,0
Starlark,25.83,3,In stock,https://books.toscrape.com/catalogue/starlark_56/index.html,48,e25164e5b3fe208b,Historical Fiction,25.83,25.83,0.0,1,0
Taking Shots (Assassins #1),18.88,2,In stock,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,48,a7eef9d6795422c1,Default,18.88,18.88,0.0,1,0
The Art of Not Breathing,40.83,4,In stock,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html,48,5bc1fbccfbf2355c,Young Adult,40.83,40.83,0.0,1,0
The Bette Davis Club,30.66,3,In stock,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,48,dfb0849016bc122c,Fiction,30.66,30.66,0.0,1,0
The Bhagavad Gita,57.49,3,In stock,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,48,f3a0b8c835129558,Religion,57.49,57.49,0.0,1,0
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,5,In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,49,72e6fbf4f6382557,Sequential Art,40.28,40.28,0.0,1,0
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,4,In stock,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,49,eb0fe24bbc845ecc,Sequential Art,56.76,56.76,0.0,1,0
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,4,In stock,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,49,6717a70913b3db79,Science Fiction,34.96,34.96,0.0,1,0
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,3,In stock,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,49,6fe02600f322a0a9,Sequential Art,45.24,45.24,0.0,1,0
Icing (Aces Hockey #2),40.44,4,In stock,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,49,3455b45888fb5053,Sports and Games,40.44,40.44,0.0,1,0
Imperfect Harmony,34.74,4,In stock,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,49,f28f7299d38c0932,Romance,34.74,34.74,0.0,1,0
Jane Eyre,38.43,5,In stock,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,49,8d390a1fc3133d06,Default,38.43,38.43,0.0,1,0
Kitchens of the Great Midwest,57.2,5,In stock,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,49,06f6a57a6d532844,Fiction,57.2,57.2,0.0,1,0
Listen to Me (Fusion #1),58.99,3,In stock,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,49,6e712ea24e77bd96,Romance,58.99,58.99,0.0,1,0
Lord of the Flies,24.89,3,In stock,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html,49,71a6471bbdac21d9,Add a comment,24.89,24.89,0.0,1,0
Lost Among the Living,27.7,4,In stock,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html,49,d510567580c8be52,Historical Fiction,27.7,27.7,0.0,1,0
Matilda,28.34,1,In stock,https://books.toscrape.com/catalogue/matilda_32/index.html,49,1053fb7ee17a1f33,Childrens,28.34,28.34,0.0,1,0
Meditations,25.89,2,In stock,https://books.toscrape.com/catalogue/meditations_33/index.html,49,4f19709e47883df5,Philosophy,25.89,25.89,0.0,1,0
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,4,In stock,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,49,35a60467893aa168,Sequential Art,39.39,39.39,0.0,1,0
